census_year,census_block_total_population,hispanic_latino_pop,hispanic%,hispanic_group_AVG%,white_pop,white%,white_group_AVG%,black_or_african_american_pop,black%,black_group_AVG%,american_indian_alaska_native_pop,amerindian%,amerindian_group_AVG%,asian_overall_pop,asian%,asian_group_AVERAGE%,native_hawaiian_pacific_islander_pop,nativehawaiipi%,nativehawaiipi_group_AVERAGE%,some_other_race_pop,other%,other_group_AVG%,two_or_more_races_pop,two_or_more%,two_or_more_group_AVERAGE%,state,county,census_tract,census_tract_name,census_block_group,census_block__group_name,census_block,census_block_name,tract_group,tract_group_block,latitude,longitude,geoid,source
2020,28,6,21%,10%,11,39%,59%,,0%,5%,,0%,0.20%,5,18%,14%,,0%,0.10%,,0%,1.50%,6,21%,10%,51,59,492000,Census Tract 492000,2,2,2007,Census Block 2007,492000/2,Census Tract 492000/Block Group 2/Census Block 2007,38.8155099,-77.3612464,5.16E+13,U.S. Census
2020,28,6,21%,10%,16,57%,59%,,0%,5%,,0%,0.20%,1,4%,14%,,0%,0.10%,,0%,1.50%,5,18%,10%,51,59,492000,Census Tract 492000,2,2,2011,Census Block 2011,492000/2,Census Tract 492000/Block Group 2/Census Block 2011,38.8123786,-77.329942,5.16E+13,U.S. Census
2020,28,7,25%,10%,13,46%,59%,,0%,5%,,0%,0.20%,4,14%,14%,,0%,0.10%,,0%,1.50%,4,14%,10%,51,59,492000,Census Tract 492000,3,3,3017,Census Block 3017,492000/3,Census Tract 492000/Block Group 3/Census Block 3017,38.7873403,-77.3426793,5.16E+13,U.S. Census
2020,28,,0%,9%,23,82%,69%,,0%,1%,,0%,0.90%,4,14%,12%,,0%,0.30%,,0%,0.70%,1,4%,7%,51,59,492500,Census Tract 492500,1,1,1012,Census Block 1012,492500/1,Census Tract 492500/Block Group 1/Census Block 1012,38.8001479,-77.4090137,5.16E+13,U.S. Census
2020,29,,0%,9%,27,93%,69%,,0%,1%,,0%,0.90%,1,3%,12%,,0%,0.30%,,0%,0.70%,1,3%,7%,51,59,492500,Census Tract 492500,2,2,2009,Census Block 2009,492500/2,Census Tract 492500/Block Group 2/Census Block 2009,38.784567,-77.3909399,5.16E+13,U.S. Census
2020,29,8,28%,9%,16,55%,69%,,0%,1%,,0%,0.90%,5,17%,12%,,0%,0.30%,,0%,0.70%,,0%,7%,51,59,492500,Census Tract 492500,2,2,2036,Census Block 2036,492500/2,Census Tract 492500/Block Group 2/Census Block 2036,38.7629419,-77.3850949,5.16E+13,U.S. Census
2020,30,16,53%,16%,2,7%,42%,,0%,14%,,0%,0.20%,3,10%,20%,,0%,0.10%,,0%,1.70%,9,30%,6%,51,59,491703,Census Tract 491703,2,2,2005,Census Block 2005,491703/2,Census Tract 491703/Block Group 2/Census Block 2005,38.8563222,-77.3531851,5.16E+13,U.S. Census
2020,30,5,17%,11%,12,40%,54%,,0%,4%,,0%,0.10%,11,37%,23%,,0%,0.20%,,0%,0.80%,2,7%,7%,51,59,491803,Census Tract 491803,3,3,3010,Census Block 3010,491803/3,Census Tract 491803/Block Group 3/Census Block 3010,38.8778917,-77.3908041,5.16E+13,U.S. Census
2020,30,3,10%,9%,21,70%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,6,20%,7%,51,59,492500,Census Tract 492500,1,1,1008,Census Block 1008,492500/1,Census Tract 492500/Block Group 1/Census Block 1008,38.814157,-77.4037707,5.16E+13,U.S. Census
2020,31,6,19%,15%,9,29%,40%,,0%,9%,,0%,0.00%,3,10%,24%,,0%,0.70%,1,3%,1.80%,12,39%,9%,51,59,491801,Census Tract 491801,1,1,1000,Census Block 1000,491801/1,Census Tract 491801/Block Group 1/Census Block 1000,38.861567,-77.385247,5.16E+13,U.S. Census
2020,32,4,13%,11%,6,19%,55%,11,34%,7%,,0%,0.10%,4,13%,19%,,0%,0.00%,2,6%,1.30%,5,16%,7%,51,59,491802,Census Tract 491802,1,1,1012,Census Block 1012,491802/1,Census Tract 491802/Block Group 1/Census Block 1012,38.8604197,-77.3978876,5.16E+13,U.S. Census
2020,32,2,6%,10%,22,69%,59%,,0%,5%,,0%,0.20%,7,22%,14%,,0%,0.10%,,0%,1.50%,1,3%,10%,51,59,492000,Census Tract 492000,2,2,2024,Census Block 2024,492000/2,Census Tract 492000/Block Group 2/Census Block 2024,38.7983671,-77.3440516,5.16E+13,U.S. Census
2020,32,2,6%,10%,22,69%,59%,,0%,5%,,0%,0.20%,3,9%,14%,,0%,0.10%,,0%,1.50%,5,16%,10%,51,59,492000,Census Tract 492000,2,2,2036,Census Block 2036,492000/2,Census Tract 492000/Block Group 2/Census Block 2036,38.8060771,-77.3662538,5.16E+13,U.S. Census
2020,33,8,24%,16%,9,27%,42%,8,24%,14%,,0%,0.20%,8,24%,20%,,0%,0.10%,,0%,1.70%,,0%,6%,51,59,491703,Census Tract 491703,2,2,2015,Census Block 2015,491703/2,Census Tract 491703/Block Group 2/Census Block 2015,38.8535309,-77.3512786,5.16E+13,U.S. Census
2020,33,4,12%,13%,21,64%,36%,1,3%,11%,,0%,0.10%,3,9%,31%,,0%,0.00%,,0%,1.30%,4,12%,8%,51,59,491707,Census Tract 491707,1,1,1002,Census Block 1002,491707/1,Census Tract 491707/Block Group 1/Census Block 1002,38.8668086,-77.371027,5.16E+13,U.S. Census
2020,34,6,18%,7%,14,41%,45%,,0%,4%,,0%,0.30%,9,26%,37%,,0%,0.10%,,0%,1.60%,5,15%,5%,51,59,491502,Census Tract 491502,2,2,2003,Census Block 2003,491502/2,Census Tract 491502/Block Group 2/Census Block 2003,38.8547735,-77.417985,5.16E+13,U.S. Census
2020,34,9,26%,15%,9,26%,32%,12,35%,11%,,0%,0.20%,0,0%,30%,,0%,0.70%,,0%,0.50%,4,12%,10%,51,59,491704,Census Tract 491704,2,2,2001,Census Block 2001,491704/2,Census Tract 491704/Block Group 2/Census Block 2001,38.8544524,-77.3658997,5.16E+13,U.S. Census
2020,34,3,9%,9%,31,91%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,,0%,7%,51,59,492500,Census Tract 492500,1,1,1043,Census Block 1043,492500/1,Census Tract 492500/Block Group 1/Census Block 1043,38.7939689,-77.3682489,5.16E+13,U.S. Census
2020,35,7,20%,16%,9,26%,42%,11,31%,14%,,0%,0.20%,7,20%,20%,,0%,0.10%,,0%,1.70%,1,3%,6%,51,59,491703,Census Tract 491703,2,2,2014,Census Block 2014,491703/2,Census Tract 491703/Block Group 2/Census Block 2014,38.8533925,-77.3518109,5.16E+13,U.S. Census
2020,35,4,11%,8%,2,6%,29%,,0%,6%,,0%,0.00%,27,77%,50%,,0%,0.00%,,0%,0.90%,2,6%,6%,51,59,491705,Census Tract 491705,1,1,1030,Census Block 1030,491705/1,Census Tract 491705/Block Group 1/Census Block 1030,38.8406818,-77.4082315,5.16E+13,U.S. Census
2020,35,9,26%,14%,11,31%,43%,1,3%,11%,,0%,0.10%,5,14%,22%,,0%,0.00%,2,6%,1.30%,7,20%,9%,51,59,491706,Census Tract 491706,2,2,2004,Census Block 2004,491706/2,Census Tract 491706/Block Group 2/Census Block 2004,38.8659701,-77.3631999,5.16E+13,U.S. Census
2020,35,8,23%,13%,12,34%,36%,,0%,11%,,0%,0.10%,7,20%,31%,,0%,0.00%,1,3%,1.30%,7,20%,8%,51,59,491707,Census Tract 491707,1,1,1014,Census Block 1014,491707/1,Census Tract 491707/Block Group 1/Census Block 1014,38.8695996,-77.3781209,5.16E+13,U.S. Census
2020,35,2,6%,10%,13,37%,59%,2,6%,5%,,0%,0.20%,13,37%,14%,,0%,0.10%,,0%,1.50%,5,14%,10%,51,59,492000,Census Tract 492000,1,1,1025,Census Block 1025,492000/1,Census Tract 492000/Block Group 1/Census Block 1025,38.820832,-77.3788382,5.16E+13,U.S. Census
2020,37,4,11%,15%,5,14%,32%,,0%,11%,,0%,0.20%,18,49%,30%,,0%,0.70%,,0%,0.50%,10,27%,10%,51,59,491704,Census Tract 491704,2,2,2010,Census Block 2010,491704/2,Census Tract 491704/Block Group 2/Census Block 2010,38.8486902,-77.3696116,5.16E+13,U.S. Census
2020,37,6,16%,8%,8,22%,29%,6,16%,6%,,0%,0.00%,14,38%,50%,,0%,0.00%,,0%,0.90%,3,8%,6%,51,59,491705,Census Tract 491705,1,1,1015,Census Block 1015,491705/1,Census Tract 491705/Block Group 1/Census Block 1015,38.8458065,-77.3792705,5.16E+13,U.S. Census
2020,37,,0%,13%,14,38%,36%,4,11%,11%,,0%,0.10%,12,32%,31%,,0%,0.00%,,0%,1.30%,7,19%,8%,51,59,491707,Census Tract 491707,1,1,1013,Census Block 1013,491707/1,Census Tract 491707/Block Group 1/Census Block 1013,38.8697763,-77.3768759,5.16E+13,U.S. Census
2020,37,2,5%,10%,28,76%,59%,3,8%,5%,,0%,0.20%,1,3%,14%,2,5%,0.10%,,0%,1.50%,1,3%,10%,51,59,492000,Census Tract 492000,2,2,2020,Census Block 2020,492000/2,Census Tract 492000/Block Group 2/Census Block 2020,38.7999644,-77.347258,5.16E+13,U.S. Census
2020,37,2,5%,9%,22,59%,69%,1,3%,1%,,0%,0.90%,5,14%,12%,,0%,0.30%,,0%,0.70%,7,19%,7%,51,59,492500,Census Tract 492500,2,2,2011,Census Block 2011,492500/2,Census Tract 492500/Block Group 2/Census Block 2011,38.7823915,-77.3973776,5.16E+13,U.S. Census
2020,37,,0%,9%,28,76%,69%,,0%,1%,,0%,0.90%,4,11%,12%,3,8%,0.30%,,0%,0.70%,2,5%,7%,51,59,492500,Census Tract 492500,2,2,2057,Census Block 2057,492500/2,Census Tract 492500/Block Group 2/Census Block 2057,38.7669426,-77.3817109,5.16E+13,U.S. Census
2020,38,16,42%,29%,8,21%,37%,,0%,9%,,0%,0.20%,1,3%,17%,,0%,0.00%,,0%,0.60%,13,34%,7%,51,59,491202,Census Tract 491202,1,1,1007,Census Block 1007,491202/1,Census Tract 491202/Block Group 1/Census Block 1007,38.8415256,-77.4330674,5.16E+13,U.S. Census
2020,38,4,11%,7%,4,11%,45%,6,16%,4%,,0%,0.30%,19,50%,37%,,0%,0.10%,1,3%,1.60%,4,11%,5%,51,59,491502,Census Tract 491502,3,3,3009,Census Block 3009,491502/3,Census Tract 491502/Block Group 3/Census Block 3009,38.8545089,-77.4101336,5.16E+13,U.S. Census
2020,38,8,21%,12%,9,24%,43%,5,13%,9%,,0%,0.00%,5,13%,25%,,0%,0.10%,,0%,0.40%,11,29%,11%,51,59,491701,Census Tract 491701,3,3,3008,Census Block 3008,491701/3,Census Tract 491701/Block Group 3/Census Block 3008,38.8627123,-77.3723766,5.16E+13,U.S. Census
2020,38,6,16%,8%,6,16%,29%,4,11%,6%,,0%,0.00%,21,55%,50%,,0%,0.00%,,0%,0.90%,1,3%,6%,51,59,491705,Census Tract 491705,1,1,1026,Census Block 1026,491705/1,Census Tract 491705/Block Group 1/Census Block 1026,38.8451351,-77.4041202,5.16E+13,U.S. Census
2020,38,2,5%,9%,31,82%,69%,,0%,1%,,0%,0.90%,4,11%,12%,,0%,0.30%,,0%,0.70%,1,3%,7%,51,59,492500,Census Tract 492500,1,1,1013,Census Block 1013,492500/1,Census Tract 492500/Block Group 1/Census Block 1013,38.7968348,-77.4141508,5.16E+13,U.S. Census
2020,38,7,18%,9%,18,47%,69%,,0%,1%,,0%,0.90%,8,21%,12%,,0%,0.30%,4,11%,0.70%,1,3%,7%,51,59,492500,Census Tract 492500,1,1,1021,Census Block 1021,492500/1,Census Tract 492500/Block Group 1/Census Block 1021,38.8017834,-77.4404271,5.16E+13,U.S. Census
2020,38,2,5%,9%,28,74%,69%,1,3%,1%,,0%,0.90%,2,5%,12%,,0%,0.30%,,0%,0.70%,5,13%,7%,51,59,492500,Census Tract 492500,1,1,1035,Census Block 1035,492500/1,Census Tract 492500/Block Group 1/Census Block 1035,38.802683,-77.3732466,5.16E+13,U.S. Census
2020,38,,0%,9%,38,100%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,,0%,7%,51,59,492500,Census Tract 492500,2,2,2040,Census Block 2040,492500/2,Census Tract 492500/Block Group 2/Census Block 2040,38.7787899,-77.3881387,5.16E+13,U.S. Census
2020,39,6,15%,8%,10,26%,29%,2,5%,6%,,0%,0.00%,19,49%,50%,,0%,0.00%,,0%,0.90%,2,5%,6%,51,59,491705,Census Tract 491705,1,1,1004,Census Block 1004,491705/1,Census Tract 491705/Block Group 1/Census Block 1004,38.8518406,-77.3950599,5.16E+13,U.S. Census
2020,39,7,18%,10%,14,36%,59%,2,5%,5%,,0%,0.20%,13,33%,14%,,0%,0.10%,,0%,1.50%,3,8%,10%,51,59,492000,Census Tract 492000,1,1,1005,Census Block 1005,492000/1,Census Tract 492000/Block Group 1/Census Block 1005,38.8307245,-77.3345863,5.16E+13,U.S. Census
2020,40,11,28%,13%,3,8%,36%,8,20%,11%,,0%,0.10%,6,15%,31%,,0%,0.00%,2,5%,1.30%,10,25%,8%,51,59,491707,Census Tract 491707,2,2,2006,Census Block 2006,491707/2,Census Tract 491707/Block Group 2/Census Block 2006,38.8722222,-77.3783201,5.16E+13,U.S. Census
2020,40,1,3%,11%,31,78%,55%,1,3%,7%,,0%,0.10%,2,5%,19%,,0%,0.00%,,0%,1.30%,5,13%,7%,51,59,491802,Census Tract 491802,2,2,2009,Census Block 2009,491802/2,Census Tract 491802/Block Group 2/Census Block 2009,38.8654802,-77.3918604,5.16E+13,U.S. Census
2020,41,7,17%,9%,6,15%,21%,7,17%,7%,,0%,0.20%,20,49%,57%,,0%,0.20%,,0%,0.60%,1,2%,6%,51,59,491501,Census Tract 491501,1,1,1009,Census Block 1009,491501/1,Census Tract 491501/Block Group 1/Census Block 1009,38.8406018,-77.4191545,5.16E+13,U.S. Census
2020,41,4,10%,9%,8,20%,21%,3,7%,7%,,0%,0.20%,23,56%,57%,,0%,0.20%,1,2%,0.60%,2,5%,6%,51,59,491501,Census Tract 491501,3,3,3020,Census Block 3020,491501/3,Census Tract 491501/Block Group 3/Census Block 3020,38.8424901,-77.4116456,5.16E+13,U.S. Census
2020,42,14,33%,7%,19,45%,45%,,0%,4%,,0%,0.30%,5,12%,37%,,0%,0.10%,,0%,1.60%,4,10%,5%,51,59,491502,Census Tract 491502,1,1,1006,Census Block 1006,491502/1,Census Tract 491502/Block Group 1/Census Block 1006,38.8677795,-77.4282094,5.16E+13,U.S. Census
2020,42,1,2%,15%,12,29%,40%,8,19%,9%,,0%,0.00%,9,21%,24%,,0%,0.70%,2,5%,1.80%,10,24%,9%,51,59,491801,Census Tract 491801,1,1,1010,Census Block 1010,491801/1,Census Tract 491801/Block Group 1/Census Block 1010,38.8570904,-77.3981797,5.16E+13,U.S. Census
2020,42,3,7%,11%,21,50%,55%,2,5%,7%,,0%,0.10%,14,33%,19%,,0%,0.00%,,0%,1.30%,2,5%,7%,51,59,491802,Census Tract 491802,2,2,2005,Census Block 2005,491802/2,Census Tract 491802/Block Group 2/Census Block 2005,38.8653543,-77.3888389,5.16E+13,U.S. Census
2020,43,2,5%,9%,31,72%,69%,,0%,1%,,0%,0.90%,6,14%,12%,1,2%,0.30%,,0%,0.70%,3,7%,7%,51,59,492500,Census Tract 492500,2,2,2060,Census Block 2060,492500/2,Census Tract 492500/Block Group 2/Census Block 2060,38.7439623,-77.3766129,5.16E+13,U.S. Census
2020,44,18,41%,23%,,0%,29%,1,2%,9%,,0%,0.20%,19,43%,33%,,0%,0.20%,,0%,1.00%,6,14%,6%,51,59,491601,Census Tract 491601,3,3,3003,Census Block 3003,491601/3,Census Tract 491601/Block Group 3/Census Block 3003,38.8784407,-77.4344662,5.16E+13,U.S. Census
2020,44,2,5%,13%,23,52%,36%,3,7%,11%,,0%,0.10%,16,36%,31%,,0%,0.00%,,0%,1.30%,,0%,8%,51,59,491707,Census Tract 491707,1,1,1004,Census Block 1004,491707/1,Census Tract 491707/Block Group 1/Census Block 1004,38.8717541,-77.3763925,5.16E+13,U.S. Census
2020,44,6,14%,11%,21,48%,55%,7,16%,7%,,0%,0.10%,4,9%,19%,,0%,0.00%,2,5%,1.30%,4,9%,7%,51,59,491802,Census Tract 491802,1,1,1002,Census Block 1002,491802/1,Census Tract 491802/Block Group 1/Census Block 1002,38.8630366,-77.3915025,5.16E+13,U.S. Census
2020,45,4,9%,13%,7,16%,36%,6,13%,11%,,0%,0.10%,27,60%,31%,,0%,0.00%,,0%,1.30%,1,2%,8%,51,59,491707,Census Tract 491707,1,1,1010,Census Block 1010,491707/1,Census Tract 491707/Block Group 1/Census Block 1010,38.8682796,-77.3758664,5.16E+13,U.S. Census
2020,45,21,47%,11%,18,40%,54%,1,2%,4%,,0%,0.10%,4,9%,23%,,0%,0.20%,,0%,0.80%,1,2%,7%,51,59,491803,Census Tract 491803,1,1,1004,Census Block 1004,491803/1,Census Tract 491803/Block Group 1/Census Block 1004,38.8784454,-77.4033661,5.16E+13,U.S. Census
2020,46,9,20%,11%,16,35%,55%,1,2%,7%,,0%,0.10%,12,26%,19%,,0%,0.00%,4,9%,1.30%,4,9%,7%,51,59,491802,Census Tract 491802,1,1,1006,Census Block 1006,491802/1,Census Tract 491802/Block Group 1/Census Block 1006,38.8615293,-77.3977001,5.16E+13,U.S. Census
2020,46,2,4%,11%,33,72%,54%,,0%,4%,1,2%,0.10%,7,15%,23%,,0%,0.20%,1,2%,0.80%,2,4%,7%,51,59,491803,Census Tract 491803,2,2,2000,Census Block 2000,491803/2,Census Tract 491803/Block Group 2/Census Block 2000,38.8734002,-77.3979228,5.16E+13,U.S. Census
2020,47,15,32%,9%,5,11%,21%,2,4%,7%,,0%,0.20%,22,47%,57%,1,2%,0.20%,,0%,0.60%,2,4%,6%,51,59,491501,Census Tract 491501,1,1,1016,Census Block 1016,491501/1,Census Tract 491501/Block Group 1/Census Block 1016,38.8404917,-77.4221814,5.16E+13,U.S. Census
2020,47,6,13%,15%,19,40%,32%,4,9%,11%,,0%,0.20%,17,36%,30%,,0%,0.70%,,0%,0.50%,1,2%,10%,51,59,491704,Census Tract 491704,2,2,2008,Census Block 2008,491704/2,Census Tract 491704/Block Group 2/Census Block 2008,38.8513425,-77.3656753,5.16E+13,U.S. Census
2020,47,7,15%,11%,22,47%,54%,,0%,4%,,0%,0.10%,10,21%,23%,,0%,0.20%,,0%,0.80%,8,17%,7%,51,59,491803,Census Tract 491803,2,2,2012,Census Block 2012,491803/2,Census Tract 491803/Block Group 2/Census Block 2012,38.8722383,-77.3964145,5.16E+13,U.S. Census
2020,47,,0%,11%,31,66%,54%,5,11%,4%,,0%,0.10%,7,15%,23%,,0%,0.20%,,0%,0.80%,4,9%,7%,51,59,491803,Census Tract 491803,3,3,3015,Census Block 3015,491803/3,Census Tract 491803/Block Group 3/Census Block 3015,38.8742385,-77.3913605,5.16E+13,U.S. Census
2020,47,1,2%,9%,46,98%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,,0%,7%,51,59,492500,Census Tract 492500,2,2,2041,Census Block 2041,492500/2,Census Tract 492500/Block Group 2/Census Block 2041,38.7772395,-77.3873876,5.16E+13,U.S. Census
2020,48,6,13%,23%,22,46%,29%,7,15%,9%,,0%,0.20%,9,19%,33%,,0%,0.20%,,0%,1.00%,4,8%,6%,51,59,491601,Census Tract 491601,3,3,3001,Census Block 3001,491601/3,Census Tract 491601/Block Group 3/Census Block 3001,38.8754301,-77.4291929,5.16E+13,U.S. Census
2020,48,10,21%,28%,1,2%,32%,,0%,5%,,0%,0.00%,30,63%,29%,,0%,0.00%,5,10%,1.10%,2,4%,4%,51,59,491602,Census Tract 491602,2,2,2017,Census Block 2017,491602/2,Census Tract 491602/Block Group 2/Census Block 2017,38.875479,-77.4142356,5.16E+13,U.S. Census
2020,48,2,4%,9%,30,63%,69%,,0%,1%,2,4%,0.90%,13,27%,12%,,0%,0.30%,,0%,0.70%,1,2%,7%,51,59,492500,Census Tract 492500,1,1,1032,Census Block 1032,492500/1,Census Tract 492500/Block Group 1/Census Block 1032,38.7943348,-77.3915378,5.16E+13,U.S. Census
2020,49,6,12%,9%,9,18%,21%,5,10%,7%,,0%,0.20%,22,45%,57%,1,2%,0.20%,2,4%,0.60%,4,8%,6%,51,59,491501,Census Tract 491501,2,2,2008,Census Block 2008,491501/2,Census Tract 491501/Block Group 2/Census Block 2008,38.8443075,-77.4146321,5.16E+13,U.S. Census
2020,49,2,4%,9%,9,18%,21%,1,2%,7%,,0%,0.20%,37,76%,57%,,0%,0.20%,,0%,0.60%,,0%,6%,51,59,491501,Census Tract 491501,3,3,3022,Census Block 3022,491501/3,Census Tract 491501/Block Group 3/Census Block 3022,38.8442855,-77.4068836,5.16E+13,U.S. Census
2020,49,2,4%,10%,,0%,59%,12,24%,5%,2,4%,0.20%,33,67%,14%,,0%,0.10%,,0%,1.50%,,0%,10%,51,59,492000,Census Tract 492000,1,1,1009,Census Block 1009,492000/1,Census Tract 492000/Block Group 1/Census Block 1009,38.8275758,-77.3568564,5.16E+13,U.S. Census
2020,49,5,10%,10%,22,45%,59%,,0%,5%,,0%,0.20%,19,39%,14%,,0%,0.10%,,0%,1.50%,3,6%,10%,51,59,492000,Census Tract 492000,3,3,3000,Census Block 3000,492000/3,Census Tract 492000/Block Group 3/Census Block 3000,38.798573,-77.3336106,5.16E+13,U.S. Census
2020,50,2,4%,7%,22,44%,45%,4,8%,4%,,0%,0.30%,20,40%,37%,,0%,0.10%,,0%,1.60%,2,4%,5%,51,59,491502,Census Tract 491502,3,3,3005,Census Block 3005,491502/3,Census Tract 491502/Block Group 3/Census Block 3005,38.8591327,-77.4121387,5.16E+13,U.S. Census
2020,50,24,48%,28%,22,44%,32%,2,4%,5%,,0%,0.00%,0,0%,29%,,0%,0.00%,,0%,1.10%,2,4%,4%,51,59,491602,Census Tract 491602,1,1,1003,Census Block 1003,491602/1,Census Tract 491602/Block Group 1/Census Block 1003,38.8844995,-77.4205541,5.16E+13,U.S. Census
2020,50,10,20%,11%,25,50%,55%,6,12%,7%,1,2%,0.10%,5,10%,19%,,0%,0.00%,,0%,1.30%,3,6%,7%,51,59,491802,Census Tract 491802,2,2,2011,Census Block 2011,491802/2,Census Tract 491802/Block Group 2/Census Block 2011,38.865825,-77.3949456,5.16E+13,U.S. Census
2020,50,2,4%,10%,36,72%,59%,,0%,5%,,0%,0.20%,6,12%,14%,,0%,0.10%,,0%,1.50%,6,12%,10%,51,59,492000,Census Tract 492000,1,1,1015,Census Block 1015,492000/1,Census Tract 492000/Block Group 1/Census Block 1015,38.8162261,-77.3320814,5.16E+13,U.S. Census
2020,51,,0%,9%,22,43%,21%,,0%,7%,,0%,0.20%,25,49%,57%,,0%,0.20%,,0%,0.60%,4,8%,6%,51,59,491501,Census Tract 491501,3,3,3027,Census Block 3027,491501/3,Census Tract 491501/Block Group 3/Census Block 3027,38.8406056,-77.4098865,5.16E+13,U.S. Census
2020,51,4,8%,13%,17,33%,36%,1,2%,11%,,0%,0.10%,21,41%,31%,,0%,0.00%,2,4%,1.30%,6,12%,8%,51,59,491707,Census Tract 491707,2,2,2005,Census Block 2005,491707/2,Census Tract 491707/Block Group 2/Census Block 2005,38.8726673,-77.378023,5.16E+13,U.S. Census
2020,52,3,6%,9%,9,17%,21%,14,27%,7%,,0%,0.20%,20,38%,57%,,0%,0.20%,,0%,0.60%,6,12%,6%,51,59,491501,Census Tract 491501,1,1,1002,Census Block 1002,491501/1,Census Tract 491501/Block Group 1/Census Block 1002,38.8455565,-77.4240865,5.16E+13,U.S. Census
2020,52,4,8%,9%,9,17%,21%,1,2%,7%,,0%,0.20%,37,71%,57%,,0%,0.20%,1,2%,0.60%,,0%,6%,51,59,491501,Census Tract 491501,3,3,3019,Census Block 3019,491501/3,Census Tract 491501/Block Group 3/Census Block 3019,38.8431806,-77.4115572,5.16E+13,U.S. Census
2020,52,7,13%,13%,11,21%,36%,4,8%,11%,,0%,0.10%,21,40%,31%,,0%,0.00%,1,2%,1.30%,8,15%,8%,51,59,491707,Census Tract 491707,1,1,1006,Census Block 1006,491707/1,Census Tract 491707/Block Group 1/Census Block 1006,38.8705495,-77.3756303,5.16E+13,U.S. Census
2020,52,,0%,13%,16,31%,36%,9,17%,11%,,0%,0.10%,20,38%,31%,,0%,0.00%,,0%,1.30%,7,13%,8%,51,59,491707,Census Tract 491707,1,1,1009,Census Block 1009,491707/1,Census Tract 491707/Block Group 1/Census Block 1009,38.8687857,-77.3753716,5.16E+13,U.S. Census
2020,52,3,6%,10%,26,50%,59%,5,10%,5%,,0%,0.20%,11,21%,14%,,0%,0.10%,,0%,1.50%,7,13%,10%,51,59,492000,Census Tract 492000,1,1,1019,Census Block 1019,492000/1,Census Tract 492000/Block Group 1/Census Block 1019,38.8232519,-77.3665585,5.16E+13,U.S. Census
2020,52,2,4%,10%,39,75%,59%,,0%,5%,,0%,0.20%,6,12%,14%,,0%,0.10%,1,2%,1.50%,4,8%,10%,51,59,492000,Census Tract 492000,2,2,2019,Census Block 2019,492000/2,Census Tract 492000/Block Group 2/Census Block 2019,38.8008807,-77.3435585,5.16E+13,U.S. Census
2020,53,4,8%,10%,13,25%,59%,3,6%,5%,,0%,0.20%,22,42%,14%,,0%,0.10%,,0%,1.50%,11,21%,10%,51,59,492000,Census Tract 492000,1,1,1026,Census Block 1026,492000/1,Census Tract 492000/Block Group 1/Census Block 1026,38.8194485,-77.3785953,5.16E+13,U.S. Census
2020,53,,0%,9%,53,100%,69%,,0%,1%,,0%,0.90%,0,0%,12%,,0%,0.30%,,0%,0.70%,,0%,7%,51,59,492500,Census Tract 492500,2,2,2029,Census Block 2029,492500/2,Census Tract 492500/Block Group 2/Census Block 2029,38.7797283,-77.3827825,5.16E+13,U.S. Census
2020,54,7,13%,15%,20,37%,32%,6,11%,11%,,0%,0.20%,15,28%,30%,,0%,0.70%,1,2%,0.50%,5,9%,10%,51,59,491704,Census Tract 491704,2,2,2002,Census Block 2002,491704/2,Census Tract 491704/Block Group 2/Census Block 2002,38.8552044,-77.3681385,5.16E+13,U.S. Census
2020,54,6,11%,9%,34,63%,69%,3,6%,1%,,0%,0.90%,10,19%,12%,,0%,0.30%,,0%,0.70%,1,2%,7%,51,59,492500,Census Tract 492500,1,1,1016,Census Block 1016,492500/1,Census Tract 492500/Block Group 1/Census Block 1016,38.8021996,-77.4314364,5.16E+13,U.S. Census
2020,55,6,11%,12%,18,33%,43%,7,13%,9%,,0%,0.00%,19,35%,25%,,0%,0.10%,,0%,0.40%,5,9%,11%,51,59,491701,Census Tract 491701,2,2,2004,Census Block 2004,491701/2,Census Tract 491701/Block Group 2/Census Block 2004,38.8632442,-77.3749738,5.16E+13,U.S. Census
2020,55,12,22%,15%,25,45%,32%,2,4%,11%,,0%,0.20%,5,9%,30%,,0%,0.70%,,0%,0.50%,11,20%,10%,51,59,491704,Census Tract 491704,2,2,2014,Census Block 2014,491704/2,Census Tract 491704/Block Group 2/Census Block 2014,38.8500158,-77.3702911,5.16E+13,U.S. Census
2020,55,,0%,11%,30,55%,55%,1,2%,7%,,0%,0.10%,16,29%,19%,,0%,0.00%,1,2%,1.30%,7,13%,7%,51,59,491802,Census Tract 491802,2,2,2019,Census Block 2019,491802/2,Census Tract 491802/Block Group 2/Census Block 2019,38.8637463,-77.4009658,5.16E+13,U.S. Census
2020,55,4,7%,11%,34,62%,54%,8,15%,4%,,0%,0.10%,3,5%,23%,,0%,0.20%,,0%,0.80%,6,11%,7%,51,59,491803,Census Tract 491803,2,2,2005,Census Block 2005,491803/2,Census Tract 491803/Block Group 2/Census Block 2005,38.8729513,-77.4059037,5.16E+13,U.S. Census
